Price,Rooms,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Propertycount,Type,Method,CouncilArea,Regionname,Predicted Price,Index
1238000.0,3,9.2,3.0,2.0,2.0,186.0,124.0,2010.0,7809.0,1,1,2,5,1280147,677
1320000.0,3,9.2,3.0,1.0,0.0,635.0,124.0,1960.0,7809.0,0,1,2,5,1419822,678
560000.0,2,9.2,2.0,1.0,1.0,0.0,124.0,1950.0,7809.0,2,1,2,5,690337,679
1651000.0,3,9.2,3.0,1.0,2.0,657.0,151.0,1960.0,7809.0,0,1,2,5,1498977,680
1920000.0,5,9.2,5.0,3.0,2.0,900.0,355.0,1955.0,7809.0,0,1,2,5,2772843,681
1560000.0,5,9.2,5.0,2.0,3.0,845.0,199.0,1980.0,7809.0,0,1,2,5,2224960,682
1550000.0,5,9.2,7.0,2.0,0.0,942.0,124.0,1970.0,7809.0,0,4,2,5,2157700,683
1038000.0,3,9.2,3.0,2.0,1.0,207.0,144.0,2003.0,7809.0,0,1,2,5,1443360,684
1660000.0,5,9.2,4.0,3.0,2.0,737.0,193.0,1950.0,7809.0,0,0,2,5,2200419,685
1260000.0,3,9.2,3.0,2.0,2.0,458.0,124.0,1997.0,7809.0,0,0,2,5,1477737,686
2000000.0,3,9.2,3.0,1.0,2.0,75100.0,124.0,1970.0,7809.0,0,4,2,5,1690106,687
2155000.0,4,9.2,4.0,2.0,3.0,620.0,124.0,1970.0,7809.0,0,1,2,5,1996502,688
1225000.0,3,9.2,3.0,2.0,2.0,282.0,124.0,1970.0,7809.0,0,4,2,5,1473025,689
2150000.0,4,9.2,4.0,2.0,2.0,730.0,124.0,1960.0,7809.0,0,0,2,5,2061841,690
1770000.0,3,9.2,3.0,2.0,1.0,720.0,147.0,1955.0,7809.0,0,0,2,5,1613814,691
691500.0,2,9.2,3.0,1.0,1.0,0.0,102.0,1968.0,7809.0,2,1,2,5,681499,692
1836000.0,5,9.2,4.0,2.0,2.0,939.0,124.0,1957.0,7809.0,0,1,2,5,2248460,693
636000.0,2,13.0,2.0,1.0,2.0,202.0,124.0,1974.0,6795.0,2,1,8,5,637966,694
1275000.0,2,13.0,2.0,1.0,2.0,599.0,124.0,1970.0,6795.0,0,1,8,5,960256,695
875000.0,3,13.0,3.0,1.0,2.0,348.0,121.0,1950.0,6795.0,2,1,8,5,786287,696
895000.0,3,13.0,3.0,2.0,2.0,362.0,124.0,1997.0,6795.0,1,0,8,5,941703,697
1550000.0,2,13.0,2.0,1.0,4.0,730.0,124.0,1970.0,6795.0,0,1,8,5,1131787,698
1420000.0,4,13.0,4.0,1.0,4.0,786.0,124.0,1970.0,6795.0,0,1,8,5,1358229,699
1425000.0,3,13.0,3.0,2.0,2.0,613.0,143.0,1960.0,6795.0,0,1,8,5,1258580,700
851000.0,2,13.0,2.0,1.0,1.0,140.0,250.0,1970.0,6795.0,1,1,8,5,733869,701
1222500.0,3,13.0,3.0,2.0,2.0,299.0,181.0,2000.0,6795.0,0,1,8,5,1134864,702
1260000.0,4,13.0,4.0,2.0,2.0,793.0,124.0,1970.0,6795.0,0,0,8,5,1452737,703
2700000.0,4,13.0,4.0,3.0,2.0,628.0,124.0,1970.0,6795.0,0,1,8,5,1574314,704
900000.0,3,13.0,3.0,2.0,1.0,418.0,124.0,1925.0,6795.0,1,0,8,5,1076808,705
1100000.0,3,13.0,3.0,2.0,2.0,0.0,124.0,1970.0,6795.0,0,4,8,5,1019546,706
1005000.0,7,13.0,7.0,3.0,4.0,607.0,124.0,1950.0,6795.0,0,1,8,5,1452659,707
1317500.0,3,13.0,3.0,1.0,1.0,576.0,127.0,1945.0,6795.0,0,1,8,5,1047626,708
360000.0,2,13.0,2.0,1.0,1.0,0.0,69.0,1965.0,6795.0,2,0,8,5,415452,709
1435000.0,4,13.0,3.0,3.0,2.0,291.0,212.0,2012.0,6795.0,1,1,8,5,1251684,710
1110000.0,3,13.0,3.0,1.0,2.0,692.0,164.0,1940.0,6795.0,0,1,8,5,1299688,711
2435000.0,4,13.0,3.0,2.0,2.0,795.0,250.0,1928.0,6795.0,0,1,8,5,1865125,712
1500000.0,3,13.0,3.0,2.0,1.0,565.0,222.0,1940.0,6795.0,0,0,8,5,1270132,713
1300000.0,4,13.0,4.0,2.0,2.0,697.0,194.0,1940.0,6795.0,0,0,8,5,1512250,714
855000.0,2,13.0,2.0,1.0,1.0,298.0,124.0,1970.0,6795.0,0,1,8,5,861946,715
1125000.0,3,13.0,3.0,1.0,2.0,584.0,116.0,1948.0,6795.0,0,1,8,5,1030705,716
1135000.0,3,13.0,3.0,1.0,2.0,627.0,124.0,1970.0,6795.0,0,3,8,5,1126751,717
867000.0,3,13.0,3.0,2.0,1.0,578.0,124.0,1970.0,6795.0,0,1,8,5,1179941,718
1328000.0,4,13.0,3.0,2.0,2.0,610.0,112.0,1940.0,6795.0,0,1,8,5,1450547,719
1340000.0,3,13.0,3.0,2.0,1.0,526.0,135.0,1910.0,6795.0,0,1,8,5,1388683,720
1155000.0,4,13.0,4.0,3.0,2.0,271.0,205.0,2010.0,6795.0,1,1,8,5,1243835,721
1275000.0,3,13.0,3.0,1.0,4.0,758.0,138.0,1960.0,6795.0,0,1,8,5,1249448,722
770000.0,3,13.0,3.0,2.0,2.0,0.0,124.0,1987.0,6795.0,0,4,8,5,1000547,723
855000.0,2,13.0,2.0,1.0,1.0,296.0,103.0,1940.0,6795.0,0,3,8,5,829000,724
1100000.0,3,13.0,3.0,2.0,2.0,333.0,124.0,1970.0,6795.0,1,3,8,5,988311,725
650000.0,2,13.0,2.0,1.0,1.0,116.0,92.0,1960.0,6795.0,2,3,8,5,456174,726
1815000.0,4,13.0,4.0,2.0,4.0,902.0,233.0,1950.0,6795.0,0,1,8,5,1657800,727
2255000.0,4,13.0,4.0,3.0,2.0,557.0,353.0,2008.0,6795.0,0,1,8,5,1735964,728
1470000.0,3,13.0,3.0,2.0,2.0,613.0,124.0,1950.0,6795.0,0,1,8,5,1253397,729
420000.0,2,13.0,2.0,1.0,0.0,1045.0,124.0,1970.0,6795.0,2,0,8,5,577641,730
855000.0,2,13.0,2.0,2.0,3.0,226.0,475.0,2005.0,6795.0,2,1,8,5,1024615,731
1450000.0,4,13.0,4.0,1.0,1.0,567.0,124.0,1970.0,6795.0,0,1,8,5,1158901,732
1200000.0,3,13.0,3.0,2.0,2.0,590.0,124.0,1970.0,6795.0,0,0,8,5,1142631,733
1860000.0,4,13.0,4.0,2.0,3.0,855.0,197.0,1930.0,6795.0,0,0,8,5,1749875,734
725000.0,2,13.0,2.0,1.0,1.0,227.0,100.0,1990.0,6795.0,2,1,8,5,573672,735
1293000.0,3,13.0,3.0,1.0,1.0,632.0,108.0,1950.0,6795.0,0,1,8,5,1056380,736
1390000.0,3,13.0,3.0,1.0,2.0,723.0,124.0,1925.0,6795.0,0,1,8,5,1377184,737
1400000.0,3,13.0,3.0,2.0,1.0,699.0,124.0,1970.0,6795.0,0,3,8,5,1301198,738
1328000.0,3,13.0,3.0,2.0,2.0,690.0,245.0,1970.0,6795.0,0,1,8,5,1417151,739
1247000.0,4,13.0,4.0,2.0,3.0,354.0,255.0,2008.0,6795.0,1,1,8,5,1237310,740
1311000.0,3,13.0,3.0,2.0,2.0,592.0,124.0,1970.0,6795.0,0,1,8,5,1210231,741
1100000.0,3,13.0,3.0,1.0,2.0,382.0,124.0,1970.0,6795.0,0,1,8,5,1056676,742
1327500.0,3,13.0,3.0,1.0,2.0,700.0,124.0,1970.0,6795.0,0,1,8,5,1196315,743
1560000.0,4,13.0,4.0,3.0,1.0,695.0,124.0,1970.0,6795.0,0,0,8,5,1521046,744
1370000.0,3,13.0,3.0,1.0,2.0,624.0,143.0,1950.0,6795.0,0,1,8,5,1157838,745
1100000.0,3,13.0,3.0,1.0,2.0,632.0,124.0,1970.0,6795.0,0,1,8,5,1151693,746
1385000.0,4,13.0,4.0,2.0,1.0,576.0,124.0,1920.0,6795.0,0,1,8,5,1492132,747
1275000.0,3,13.0,3.0,2.0,2.0,309.0,124.0,1970.0,6795.0,1,1,8,5,1014944,748
1095000.0,3,13.0,3.0,2.0,1.0,581.0,170.0,1965.0,6795.0,0,1,8,5,1182184,749
797500.0,2,13.0,2.0,1.0,2.0,321.0,124.0,1970.0,6795.0,2,1,8,5,679531,750
725000.0,2,13.0,2.0,1.0,1.0,677.0,88.0,2012.0,6795.0,2,1,8,5,650570,751
825000.0,3,13.0,3.0,2.0,2.0,147.0,149.0,2007.0,6795.0,1,1,8,5,927476,752
1235000.0,3,13.0,3.0,2.0,2.0,0.0,160.0,2012.0,6795.0,1,1,8,5,927476,753
1600000.0,5,13.0,5.0,3.0,2.0,772.0,124.0,1986.0,6795.0,0,4,8,5,1618932,754
1165000.0,3,13.0,3.0,1.0,2.0,694.0,125.0,1950.0,6795.0,0,0,8,5,1131496,755
1355000.0,4,13.0,4.0,2.0,3.0,591.0,124.0,1970.0,6795.0,0,1,8,5,1325658,756
1910000.0,4,13.0,4.0,2.0,4.0,736.0,284.0,1950.0,6795.0,0,1,8,5,1666037,757
1448000.0,3,13.0,3.0,2.0,3.0,568.0,124.0,1970.0,6795.0,0,1,8,5,1208239,758
820000.0,2,13.0,2.0,1.0,3.0,336.0,109.0,1960.0,6795.0,2,1,8,5,596423,759
895000.0,3,13.0,3.0,1.0,2.0,0.0,124.0,1970.0,6795.0,0,1,8,5,928720,760
1041000.0,4,13.0,4.0,2.0,1.0,292.0,124.0,1970.0,6795.0,0,1,8,5,1239711,761
1430000.0,4,13.0,4.0,2.0,2.0,611.0,168.0,1970.0,6795.0,0,1,8,5,1331091,762
910000.0,2,13.0,2.0,1.0,2.0,274.0,96.0,1970.0,6795.0,0,1,8,5,825127,763
2520000.0,4,13.0,4.0,4.0,2.0,579.0,361.0,2012.0,6795.0,0,0,8,5,2026144,764
1350000.0,3,13.0,3.0,1.0,1.0,617.0,124.0,1970.0,6795.0,0,1,8,5,1083686,765
635000.0,2,13.0,2.0,1.0,2.0,118.0,124.0,1970.0,6795.0,2,1,8,5,590831,766
1280000.0,3,13.0,3.0,2.0,4.0,587.0,124.0,1970.0,6795.0,0,1,8,5,1208239,767
1900000.0,5,13.0,5.0,2.0,2.0,567.0,250.0,1926.0,6795.0,0,1,8,5,1597924,768
1230000.0,3,13.0,3.0,1.0,2.0,676.0,124.0,1970.0,6795.0,0,1,8,5,1196315,769
1150000.0,4,13.0,4.0,2.0,2.0,384.0,542.7379831704303,1970.0,6795.0,0,0,8,5,1368757,770
1650000.0,4,13.0,3.0,2.0,2.0,570.0,124.0,1930.0,6795.0,0,1,8,5,1525684,771
670000.0,2,13.0,2.0,2.0,1.0,123.0,90.0,2007.0,6795.0,1,0,8,5,654036,772
680000.0,2,13.0,2.0,1.0,1.0,83.0,107.0,1998.0,6795.0,1,0,8,5,515577,773
1320000.0,4,13.0,4.0,3.0,3.0,346.0,220.0,2010.0,6795.0,1,1,8,5,1244573,774
1380000.0,4,13.0,4.0,1.0,2.0,580.0,124.0,1970.0,6795.0,0,1,8,5,1189191,775
1900000.0,6,13.0,6.0,3.0,2.0,708.0,275.0,1988.0,6795.0,0,1,8,5,1753953,776
1535000.0,3,13.0,2.0,2.0,2.0,572.0,150.0,1930.0,6795.0,0,1,8,5,1324244,777
1281000.0,4,13.0,3.0,1.0,5.0,594.0,150.0,1940.0,6795.0,0,1,8,5,1232005,778
1096000.0,3,13.0,3.0,2.0,2.0,292.0,124.0,1970.0,6795.0,2,1,8,5,936578,779
1385000.0,5,13.0,5.0,2.0,2.0,664.0,178.0,1950.0,6795.0,0,1,8,5,1416060,780
517500.0,3,13.0,3.0,1.0,1.0,0.0,124.0,1970.0,6795.0,2,1,8,5,682427,781
1245000.0,4,13.0,4.0,2.0,2.0,345.0,124.0,1970.0,6795.0,1,1,8,5,1145240,782
503000.0,2,13.0,2.0,1.0,1.0,0.0,124.0,1960.0,6795.0,2,1,8,5,547101,783
2620000.0,4,13.0,4.0,4.0,2.0,579.0,361.0,2012.0,6795.0,0,1,8,5,2072709,784
760000.0,2,13.0,2.0,1.0,1.0,192.0,124.0,1970.0,6795.0,2,1,8,5,611626,785
405000.0,2,13.0,2.0,1.0,1.0,0.0,124.0,1968.0,6795.0,2,1,8,5,560541,786
1410000.0,2,13.9,2.0,1.0,2.0,768.0,124.0,1970.0,10969.0,0,1,8,5,1115375,787
760000.0,3,13.9,3.0,1.0,2.0,287.0,124.0,1970.0,10969.0,1,0,8,5,788552,788
825000.0,2,13.9,2.0,2.0,1.0,176.0,125.0,2008.0,10969.0,0,1,8,5,905189,789
746000.0,2,13.9,2.0,1.0,2.0,281.0,95.0,2002.0,10969.0,2,1,8,5,604831,790
580000.0,1,13.9,1.0,1.0,1.0,105.0,124.0,1970.0,10969.0,2,1,8,5,423640,791
1275000.0,5,13.9,5.0,2.0,2.0,683.0,190.0,1960.0,10969.0,0,3,8,5,1376147,792
1206000.0,3,13.9,3.0,1.0,2.0,603.0,124.0,1970.0,10969.0,0,1,8,5,1055861,793
1115000.0,3,13.9,3.0,2.0,2.0,297.0,124.0,1970.0,10969.0,1,1,8,5,995735,794
1190000.0,4,13.9,4.0,2.0,3.0,591.0,124.0,1970.0,10969.0,0,1,8,5,1309747,795
1270000.0,4,13.9,4.0,2.0,1.0,0.0,124.0,1970.0,10969.0,0,1,8,5,1138398,796
1025000.0,3,13.9,3.0,2.0,2.0,384.0,120.0,1999.0,10969.0,2,1,8,5,918324,797
740000.0,3,13.9,3.0,2.0,1.0,258.0,124.0,1970.0,10969.0,2,0,8,5,821654,798
1960000.0,4,13.9,4.0,2.0,4.0,601.0,124.0,1970.0,10969.0,0,1,8,5,1309747,799
495000.0,2,13.9,2.0,1.0,1.0,76.0,79.0,1980.0,10969.0,2,1,8,5,490263,800
570000.0,2,13.9,2.0,1.0,1.0,145.0,124.0,1970.0,10969.0,2,1,8,5,544630,801
1220000.0,4,13.9,3.0,2.0,2.0,585.0,178.0,1950.0,10969.0,0,1,8,5,1280663,802
885000.0,3,13.9,3.0,1.0,2.0,565.0,110.0,1950.0,10969.0,0,1,8,5,990837,803
830000.0,3,13.9,0.0,2.0,2.0,292.0,141.0,2012.0,10969.0,1,0,8,5,837919,804
1137500.0,4,13.9,4.0,1.0,2.0,696.0,124.0,1970.0,10969.0,0,1,8,5,1297823,805
1100000.0,4,13.9,4.0,2.0,2.0,633.0,124.0,1975.0,10969.0,0,1,8,5,1394318,806
1040000.0,3,13.9,3.0,2.0,2.0,598.0,124.0,1970.0,10969.0,0,0,8,5,1126720,807
1210000.0,4,13.9,3.0,3.0,2.0,291.0,222.0,2014.0,10969.0,1,1,8,5,1296260,808
1160000.0,4,13.9,3.0,2.0,2.0,321.0,180.0,2006.0,10969.0,1,1,8,5,1095031,809
1215000.0,3,13.9,3.0,2.0,3.0,730.0,110.0,1970.0,10969.0,0,1,8,5,1321522,810
1200000.0,4,13.9,4.0,2.0,2.0,619.0,191.0,1960.0,10969.0,0,1,8,5,1316141,811
1050000.0,3,13.9,3.0,2.0,2.0,627.0,140.0,1950.0,10969.0,0,1,8,5,1302042,812
950000.0,5,13.9,5.0,2.0,4.0,618.0,146.0,1950.0,10969.0,0,4,8,5,1251370,813
380000.0,2,13.9,3.0,2.0,1.0,0.0,78.0,1970.0,10969.0,2,0,8,5,600936,814
689000.0,2,13.9,2.0,1.0,1.0,169.0,87.0,1970.0,10969.0,0,1,8,5,699451,815
1400000.0,3,13.9,3.0,2.0,2.0,653.0,124.0,1970.0,10969.0,0,0,8,5,1271979,816
965000.0,3,13.9,3.0,1.0,4.0,574.0,124.0,1970.0,10969.0,0,1,8,5,1053868,817
1338000.0,3,13.9,3.0,2.0,2.0,610.0,177.0,1970.0,10969.0,0,1,8,5,1237805,818
800000.0,3,13.9,3.0,2.0,1.0,353.0,124.0,1970.0,10969.0,1,1,8,5,967052,819
651000.0,2,13.9,2.0,1.0,1.0,265.0,150.0,1960.0,10969.0,2,1,8,5,620651,820
920000.0,3,13.9,3.0,1.0,3.0,583.0,124.0,1955.0,10969.0,0,0,8,5,987230,821
1390000.0,3,13.9,4.0,2.0,2.0,590.0,118.0,1960.0,10969.0,0,1,8,5,1146527,822
495000.0,2,13.9,2.0,1.0,1.0,96.0,124.0,1970.0,10969.0,2,3,8,5,519688,823
370000.0,1,13.9,1.0,1.0,1.0,0.0,124.0,1970.0,10969.0,2,0,8,5,357975,824
1100000.0,3,13.9,3.0,1.0,2.0,578.0,163.0,1955.0,10969.0,0,3,8,5,1037063,825
1100000.0,4,13.9,4.0,2.0,4.0,653.0,124.0,1970.0,10969.0,0,1,8,5,1455006,826
1355000.0,3,13.9,0.0,1.0,2.0,818.0,124.0,1970.0,10969.0,0,1,8,5,1199882,827
1206000.0,4,13.9,4.0,1.0,1.0,636.0,138.0,1940.0,10969.0,0,1,8,5,1290142,828
486500.0,2,13.9,2.0,1.0,1.0,0.0,75.0,1960.0,10969.0,1,1,8,5,540273,829
1010000.0,2,13.9,3.0,1.0,1.0,597.0,124.0,1970.0,10969.0,0,1,8,5,963552,830
899000.0,3,13.9,3.0,1.0,1.0,583.0,124.0,1970.0,10969.0,0,1,8,5,1025571,831
1415000.0,4,13.9,4.0,2.0,2.0,604.0,177.0,1970.0,10969.0,0,1,8,5,1272976,832
1185000.0,4,13.9,4.0,2.0,2.0,305.0,207.0,2012.0,10969.0,1,1,8,5,1083961,833
1060000.0,4,13.9,4.0,3.0,1.0,313.0,166.0,1960.0,10969.0,1,1,8,5,1193613,834
716000.0,2,13.9,2.0,1.0,2.0,212.0,124.0,1970.0,10969.0,2,1,8,5,626006,835
1550000.0,3,13.9,3.0,1.0,1.0,581.0,124.0,1970.0,10969.0,0,1,8,5,1025571,836
840000.0,3,13.9,3.0,2.0,2.0,697.0,124.0,1970.0,10969.0,0,1,8,5,1340519,837
1110000.0,3,13.9,3.0,1.0,4.0,612.0,124.0,1970.0,10969.0,0,1,8,5,1096072,838
1106000.0,3,13.9,3.0,1.0,2.0,584.0,124.0,1970.0,10969.0,0,1,8,5,1055861,839
845000.0,3,13.9,3.0,2.0,2.0,295.0,145.0,1998.0,10969.0,0,1,8,5,1122854,840
860000.0,3,13.9,3.0,2.0,1.0,254.0,117.0,1995.0,10969.0,1,4,8,5,870601,841
1208000.0,3,13.9,3.0,1.0,1.0,747.0,124.0,1970.0,10969.0,0,1,8,5,1199095,842
921000.0,3,13.9,3.0,2.0,2.0,167.0,140.0,2009.0,10969.0,1,1,8,5,916368,843
1165000.0,3,13.9,3.0,1.0,1.0,732.0,124.0,1970.0,10969.0,0,1,8,5,1199095,844
1270000.0,3,13.9,3.0,1.0,2.0,694.0,124.0,1970.0,10969.0,0,1,8,5,1180404,845
742500.0,2,13.9,2.0,1.0,1.0,300.0,135.0,1960.0,10969.0,0,1,8,5,852179,846
920000.0,3,13.9,3.0,2.0,2.0,578.0,120.0,1950.0,10969.0,0,0,8,5,1127682,847
1307000.0,3,13.9,3.0,2.0,4.0,684.0,124.0,1970.0,10969.0,0,1,8,5,1338526,848
1010000.0,4,13.9,4.0,1.0,2.0,658.0,112.0,1970.0,10969.0,0,1,8,5,1254854,849
702000.0,2,13.9,2.0,1.0,1.0,591.0,102.0,1960.0,10969.0,0,0,8,5,781432,850
813000.0,2,13.9,2.0,1.0,1.0,306.0,124.0,1970.0,10969.0,0,1,8,5,868780,851
805000.0,3,13.9,3.0,2.0,1.0,268.0,117.0,2000.0,10969.0,1,1,8,5,918342,852
880000.0,3,13.9,2.0,1.0,3.0,660.0,124.0,1970.0,10969.0,0,0,8,5,1060375,853
1100000.0,4,13.9,4.0,2.0,1.0,274.0,190.0,2004.0,10969.0,0,1,8,5,1164913,854
1085000.0,3,13.9,3.0,2.0,4.0,710.0,124.0,1970.0,10969.0,0,1,8,5,1338526,855
920000.0,3,13.9,3.0,2.0,1.0,343.0,124.0,1970.0,10969.0,1,1,8,5,967052,856
1050000.0,3,13.9,3.0,1.0,4.0,726.0,131.0,1950.0,10969.0,0,1,8,5,1184556,857
1560000.0,3,13.9,3.0,1.0,2.0,841.0,124.0,1970.0,10969.0,0,1,8,5,1301445,858
800000.0,4,13.9,4.0,2.0,2.0,601.0,124.0,1970.0,10969.0,0,0,8,5,1244140,859
722000.0,2,13.9,2.0,2.0,1.0,201.0,79.0,2005.0,10969.0,0,1,8,5,880763,860
930000.0,3,13.9,3.0,1.0,2.0,588.0,133.0,1960.0,10969.0,0,3,8,5,1037063,861
921000.0,3,13.9,3.0,2.0,1.0,291.0,119.0,2000.0,10969.0,0,1,8,5,1087381,862
1035000.0,4,13.9,3.0,1.0,2.0,610.0,160.0,1950.0,10969.0,0,0,8,5,1120710,863
720000.0,3,13.9,3.0,2.0,1.0,228.0,124.0,1996.0,10969.0,2,0,8,5,800923,864
1185000.0,3,13.9,3.0,1.0,2.0,618.0,124.0,1970.0,10969.0,0,1,8,5,1098065,865
1352000.0,4,13.9,4.0,2.0,2.0,618.0,196.0,1950.0,10969.0,0,1,8,5,1315095,866
1005000.0,4,13.9,4.0,2.0,2.0,296.0,205.0,2006.0,10969.0,1,3,8,5,1059019,867
761000.0,2,13.9,2.0,1.0,2.0,282.0,124.0,1970.0,10969.0,2,1,8,5,659198,868
1600000.0,5,13.9,4.0,2.0,2.0,659.0,315.0,1930.0,10969.0,0,1,8,5,1857333,869
1200000.0,3,13.9,3.0,1.0,1.0,721.0,120.0,1970.0,10969.0,0,1,8,5,1150114,870
780000.0,3,13.9,3.0,2.0,2.0,421.0,126.0,1950.0,10969.0,0,0,8,5,1114406,871
1250000.0,4,13.9,4.0,2.0,2.0,314.0,231.0,2010.0,10969.0,1,0,8,5,1080146,872
750000.0,3,13.9,3.0,2.0,1.0,337.0,124.0,1970.0,10969.0,0,0,8,5,1081335,873
1300000.0,3,13.9,3.0,1.0,4.0,746.0,124.0,1970.0,10969.0,0,1,8,5,1227392,874
1475000.0,5,13.9,5.0,2.0,2.0,729.0,124.0,1970.0,10969.0,0,1,8,5,1516697,875
1110000.0,4,13.9,4.0,2.0,2.0,583.0,176.0,1960.0,10969.0,0,1,8,5,1273937,876
835000.0,2,13.9,2.0,2.0,1.0,362.0,124.0,1970.0,10969.0,2,1,8,5,770098,877
1690000.0,4,13.9,4.0,2.0,2.0,700.0,165.0,1950.0,10969.0,0,1,8,5,1420136,878
791000.0,3,13.9,3.0,3.0,1.0,391.0,122.0,1950.0,10969.0,2,1,8,5,1023632,879
900000.0,3,13.9,3.0,1.0,3.0,780.0,140.0,1940.0,10969.0,0,4,8,5,1269579,880
1189000.0,3,13.9,4.0,2.0,2.0,337.0,124.0,2010.0,10969.0,0,1,8,5,1153500,881
825000.0,3,13.9,3.0,1.0,1.0,642.0,124.0,1970.0,10969.0,1,1,8,5,849760,882
1030000.0,3,13.9,3.0,2.0,2.0,327.0,124.0,1970.0,10969.0,1,1,8,5,997342,883
970000.0,3,13.9,3.0,2.0,2.0,267.0,156.0,2000.0,10969.0,1,1,8,5,995844,884
930000.0,3,13.9,3.0,1.0,2.0,580.0,124.0,1970.0,10969.0,0,1,8,5,1055861,885
1510000.0,4,13.9,4.0,2.0,2.0,640.0,124.0,1970.0,10969.0,0,3,8,5,1388375,886
1240000.0,3,13.9,3.0,2.0,2.0,518.0,124.0,1970.0,10969.0,1,1,8,5,997342,887
823000.0,3,13.9,3.0,2.0,2.0,213.0,143.0,2003.0,10969.0,0,1,8,5,1088538,888
1310000.0,4,13.9,4.0,2.0,2.0,606.0,124.0,1970.0,10969.0,0,1,8,5,1311739,889
1475000.0,4,13.9,4.0,2.0,2.0,674.0,124.0,1970.0,10969.0,0,1,8,5,1457938,890
950000.0,4,13.9,4.0,2.0,1.0,450.0,124.0,1940.0,10969.0,1,0,8,5,1114108,891
1045000.0,4,13.9,4.0,2.0,1.0,316.0,190.0,2010.0,10969.0,1,1,8,5,1058015,892
750000.0,3,13.9,3.0,2.0,1.0,188.0,124.0,1970.0,10969.0,0,0,8,5,1006400,893
800000.0,3,13.9,3.0,2.0,2.0,252.0,124.0,1994.0,10969.0,2,0,8,5,847993,894
655000.0,2,13.9,2.0,1.0,1.0,154.0,80.0,2000.0,10969.0,2,1,8,5,490263,895
1550000.0,5,13.9,5.0,3.0,2.0,623.0,257.0,1950.0,10969.0,0,1,8,5,1638331,896
835000.0,3,13.9,3.0,1.0,1.0,250.0,105.0,1980.0,10969.0,0,1,8,5,897382,897
1140000.0,3,13.9,4.0,1.0,3.0,701.0,124.0,1970.0,10969.0,0,1,8,5,1171685,898
1120000.0,2,13.9,3.0,1.0,2.0,678.0,124.0,1970.0,10969.0,0,1,8,5,1118385,899
1465000.0,4,13.9,3.0,2.0,2.0,319.0,256.0,2015.0,10969.0,1,1,8,5,1231808,900
910000.0,3,13.9,3.0,1.0,1.0,587.0,96.0,1950.0,10969.0,0,1,8,5,960547,901
920000.0,3,13.9,3.0,2.0,1.0,388.0,123.0,2007.0,10969.0,2,3,8,5,863092,902
935000.0,3,13.9,3.0,2.0,2.0,230.0,160.0,2012.0,10969.0,1,1,8,5,979063,903
977000.0,3,13.9,3.0,1.0,2.0,543.0,163.0,1970.0,10969.0,0,1,8,5,1045948,904
1352000.0,3,13.9,3.0,1.0,2.0,686.0,122.0,1950.0,10969.0,0,1,8,5,1181365,905
1115000.0,4,13.9,4.0,2.0,2.0,575.0,160.0,1960.0,10969.0,0,3,8,5,1252897,906
780000.0,3,13.9,3.0,1.0,1.0,710.0,124.0,1966.0,10969.0,0,4,8,5,1103442,907
1115000.0,3,13.9,3.0,2.0,2.0,1080.0,124.0,1970.0,10969.0,0,3,8,5,1455419,908
1197000.0,3,13.9,3.0,1.0,2.0,692.0,147.0,1949.0,10969.0,0,1,8,5,1186548,909
485000.0,2,13.9,2.0,2.0,2.0,0.0,83.0,2011.0,10969.0,2,3,8,5,634070,910
810000.0,3,13.9,3.0,2.0,1.0,316.0,124.0,1950.0,10969.0,2,1,8,5,880236,911
1365000.0,4,13.9,4.0,1.0,1.0,582.0,151.0,1960.0,10969.0,0,0,8,5,1041490,912
700000.0,3,13.9,0.0,0.0,0.0,456.0,124.0,1970.0,10969.0,0,1,8,5,919027,913
1698888.0,4,13.9,4.0,2.0,2.0,598.0,337.0,2006.0,10969.0,0,1,8,5,1560816,914
1150000.0,4,13.9,4.0,2.0,2.0,639.0,124.0,1970.0,10969.0,0,1,8,5,1413317,915
340000.0,2,13.9,2.0,1.0,1.0,0.0,124.0,2012.0,10969.0,2,4,8,5,492938,916
1000000.0,3,13.9,3.0,1.0,2.0,576.0,124.0,1970.0,10969.0,0,1,8,5,1055861,917
965000.0,3,13.9,3.0,2.0,1.0,283.0,28.0,2010.0,10969.0,1,1,8,5,909954,918
870000.0,3,13.9,3.0,2.0,2.0,365.0,150.0,2011.0,10969.0,2,1,8,5,923507,919
1405000.0,3,13.9,3.0,1.0,1.0,764.0,124.0,1970.0,10969.0,0,1,8,5,1199095,920
1161000.0,3,13.9,3.0,2.0,3.0,629.0,168.0,1950.0,10969.0,0,1,8,5,1296148,921
1266000.0,3,13.9,3.0,1.0,3.0,676.0,146.0,1970.0,10969.0,0,1,8,5,1183594,922
700000.0,3,13.9,3.0,2.0,2.0,194.0,200.0,2008.0,10969.0,1,0,8,5,892038,923
1325000.0,4,13.9,4.0,4.0,2.0,363.0,265.0,2012.0,10969.0,1,1,8,5,1712148,924
770000.0,3,13.9,3.0,2.0,1.0,281.0,132.0,2005.0,10969.0,2,0,8,5,822886,925
1110000.0,3,13.9,3.0,1.0,6.0,542.0,538.0,1970.0,10969.0,0,1,8,5,1241883,926
380000.0,1,13.9,1.0,1.0,1.0,0.0,99.0,1970.0,10969.0,2,1,8,5,357655,927
