Rooms,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Propertycount,Type,Method,CouncilArea,Regionname
2,5.2,2.0,1.0,2.0,0.0,124.0,1970.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,0.0,225.0,108.0,1905.0,11918.0,0,1,23,2
4,5.2,4.0,3.0,1.0,238.0,93.0,1910.0,11918.0,0,1,23,2
4,5.2,4.0,3.0,1.0,365.0,209.0,1890.0,11918.0,0,4,23,2
4,5.2,4.0,2.0,3.0,851.0,287.0,1940.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,2.0,264.0,124.0,1970.0,11918.0,0,3,23,2
2,5.2,2.0,1.0,1.0,0.0,66.0,2000.0,11918.0,2,1,23,2
1,5.2,1.0,1.0,1.0,0.0,40.0,1970.0,11918.0,2,0,23,2
3,5.2,3.0,3.0,1.0,81.0,100.0,2016.0,11918.0,0,0,23,2
2,5.2,2.0,1.0,1.0,0.0,61.0,1970.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,0.0,170.0,96.0,1910.0,11918.0,0,3,23,2
3,5.2,3.0,2.0,2.0,426.0,124.0,1880.0,11918.0,0,0,23,2
4,5.2,4.0,2.0,1.0,95.0,97.0,1970.0,11918.0,1,0,23,2
2,5.2,2.0,1.0,1.0,179.0,90.0,1890.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,181.0,124.0,1910.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,0.0,78.0,2009.0,11918.0,1,0,23,2
3,5.2,3.0,1.0,1.0,324.0,124.0,1930.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,0.0,61.0,1975.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,100.0,85.0,1970.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,0.0,75.0,2011.0,11918.0,2,1,23,2
3,5.2,3.0,2.0,2.0,0.0,124.0,1970.0,11918.0,2,1,23,2
4,5.2,4.0,2.0,2.0,323.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,2.0,410.0,124.0,1970.0,11918.0,0,1,23,2
4,5.2,4.0,1.0,0.0,264.0,139.0,1900.0,11918.0,0,0,23,2
3,5.2,3.0,1.0,1.0,278.0,91.0,1910.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,229.0,97.0,1930.0,11918.0,0,1,23,2
3,5.2,2.0,1.0,1.0,215.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,186.0,140.0,2016.0,11918.0,1,1,23,2
2,5.2,2.0,1.0,0.0,153.0,124.0,1900.0,11918.0,0,1,23,2
2,5.2,2.0,2.0,1.0,118.0,88.0,2013.0,11918.0,1,0,23,2
2,5.2,2.0,1.0,1.0,315.0,108.0,1910.0,11918.0,0,1,23,2
2,5.2,2.0,2.0,1.0,72.0,2.0,1970.0,11918.0,1,1,23,2
3,5.2,3.0,2.0,1.0,122.0,152.0,2000.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,0.0,331.0,126.0,1890.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,3.0,177.0,124.0,1970.0,11918.0,0,0,23,2
2,5.2,2.0,1.0,1.0,147.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,385.0,124.0,1925.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,2.0,327.0,110.0,2007.0,11918.0,1,1,23,2
1,5.2,1.0,1.0,0.0,0.0,124.0,1970.0,11918.0,1,1,23,2
2,5.2,2.0,1.0,2.0,301.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,438.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,149.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,114.0,65.0,1970.0,11918.0,2,3,23,2
3,5.2,3.0,1.0,0.0,257.0,121.0,1935.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,186.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,199.0,93.0,1900.0,11918.0,0,1,23,2
4,5.2,4.0,1.0,1.0,416.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,2.0,1.0,0.0,209.0,124.0,1970.0,11918.0,0,4,23,2
2,5.2,2.0,2.0,1.0,0.0,100.0,2002.0,11918.0,1,3,23,2
2,5.2,2.0,1.0,1.0,768.0,124.0,1970.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,1.0,314.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,240.0,162.0,2005.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,0.0,112.0,1900.0,11918.0,1,3,23,2
2,5.2,2.0,1.0,0.0,152.0,87.0,1910.0,11918.0,0,1,23,2
1,5.2,1.0,1.0,1.0,0.0,51.0,1970.0,11918.0,2,1,23,2
4,5.2,4.0,2.0,3.0,271.0,180.0,1900.0,11918.0,0,4,23,2
4,5.2,4.0,1.0,1.0,370.0,151.0,1940.0,11918.0,0,1,23,2
4,5.2,4.0,2.0,1.0,281.0,156.0,1920.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,210.0,130.0,1900.0,11918.0,0,1,23,2
2,5.2,3.0,1.0,2.0,352.0,124.0,1900.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,319.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,2.0,200.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,2.0,1.0,1.0,216.0,100.0,1910.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,2.0,222.0,105.0,1890.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,0.0,85.0,2000.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,1.0,239.0,126.0,1910.0,11918.0,0,3,23,2
3,5.2,3.0,2.0,3.0,470.0,152.0,1920.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,0.0,311.0,108.0,1930.0,11918.0,0,0,23,2
2,5.2,2.0,1.0,1.0,135.0,124.0,1975.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,1140.0,80.0,2010.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,6.0,563.0,98.0,1960.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,2.0,495.0,141.0,1920.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,0.0,57.0,1970.0,11918.0,2,1,23,2
1,5.2,1.0,1.0,4.0,330.0,124.0,1970.0,11918.0,0,0,23,2
2,5.2,2.0,1.0,0.0,453.0,86.0,1920.0,11918.0,0,1,23,2
1,5.2,1.0,1.0,1.0,82.0,114.0,1930.0,11918.0,1,0,23,2
3,5.2,3.0,2.0,1.0,0.0,195.0,1945.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,99.0,142.0,1970.0,11918.0,1,1,23,2
2,5.2,2.0,1.0,1.0,0.0,57.0,1973.0,11918.0,2,3,23,2
2,5.2,2.0,1.0,1.0,259.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,3.0,612.0,124.0,1970.0,11918.0,0,1,23,2
5,5.2,5.0,2.0,2.0,555.0,266.0,1890.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,298.0,88.0,1910.0,11918.0,0,0,23,2
2,5.2,2.0,1.0,1.0,1080.0,66.0,1960.0,11918.0,2,1,23,2
3,5.2,3.0,2.0,1.0,194.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,0.0,124.0,1970.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,215.0,124.0,1880.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,2.0,384.0,89.0,1940.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,483.0,162.0,1890.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,0.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,0.0,112.0,1900.0,11918.0,1,3,23,2
5,5.2,4.0,2.0,2.0,391.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,184.0,104.0,1890.0,11918.0,0,1,23,2
1,5.2,1.0,1.0,1.0,0.0,124.0,1970.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,0.0,153.0,124.0,1970.0,11918.0,0,3,23,2
3,5.2,3.0,1.0,0.0,302.0,124.0,1970.0,11918.0,0,0,23,2
2,5.2,2.0,1.0,1.0,161.0,68.0,1910.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,0.0,137.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,264.0,117.0,1915.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,370.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,2.0,1.0,177.0,105.0,2000.0,11918.0,1,1,23,2
2,5.2,2.0,1.0,0.0,1328.0,124.0,1890.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,0.0,74.0,2004.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,0.0,66.0,1950.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,279.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,0.0,325.0,150.0,1920.0,11918.0,0,1,23,2
2,5.2,2.0,2.0,1.0,156.0,87.0,2007.0,11918.0,1,1,23,2
3,5.2,3.0,2.0,2.0,4668.0,126.0,2011.0,11918.0,1,3,23,2
1,5.2,1.0,1.0,1.0,540.0,45.0,1970.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,0.0,285.0,104.0,1890.0,11918.0,0,1,23,2
4,5.2,3.0,1.0,1.0,416.0,129.0,1920.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,110.0,118.0,2000.0,11918.0,1,0,23,2
4,5.2,3.0,1.0,0.0,416.0,124.0,1970.0,11918.0,0,4,23,2
4,5.2,4.0,2.0,2.0,657.0,207.0,1958.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,1.0,343.0,542.7379831704303,1925.0,11918.0,0,1,23,2
3,5.2,2.0,1.0,1.0,55.0,111.0,2012.0,11918.0,1,0,23,2
1,5.2,1.0,1.0,1.0,0.0,124.0,1970.0,11918.0,2,0,23,2
4,5.2,4.0,1.0,2.0,319.0,1.0,1970.0,11918.0,0,0,23,2
4,5.2,4.0,1.0,0.0,363.0,127.0,1920.0,11918.0,0,1,23,2
3,5.2,3.0,1.0,3.0,308.0,119.0,1943.0,11918.0,0,3,23,2
2,5.2,2.0,1.0,1.0,0.0,124.0,2010.0,11918.0,2,0,23,2
3,5.2,3.0,1.0,1.0,316.0,132.0,1910.0,11918.0,0,1,23,2
4,5.2,4.0,2.0,1.0,460.0,214.0,1916.0,11918.0,0,0,23,2
3,5.2,3.0,1.0,1.0,346.0,126.0,1900.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,4676.0,122.0,2010.0,11918.0,0,0,23,2
3,5.2,3.0,1.0,2.0,996.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,2.0,0.0,89.0,2002.0,11918.0,2,1,23,2
3,5.2,3.0,1.0,1.0,480.0,124.0,1970.0,11918.0,0,1,23,2
1,5.2,1.0,1.0,1.0,0.0,54.0,1965.0,11918.0,2,1,23,2
2,5.2,2.0,1.0,1.0,199.0,120.0,1880.0,11918.0,0,1,23,2
1,5.2,1.0,1.0,1.0,147.0,82.0,1890.0,11918.0,0,3,23,2
3,5.2,3.0,2.0,1.0,280.0,130.0,1890.0,11918.0,0,1,23,2
4,5.2,4.0,2.0,1.0,354.0,199.0,1910.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,182.0,124.0,1970.0,11918.0,0,1,23,2
3,5.2,3.0,2.0,1.0,316.0,124.0,1970.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,2.0,246.0,103.0,1910.0,11918.0,0,1,23,2
2,5.2,2.0,1.0,1.0,159.0,157.0,1930.0,11918.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,69.0,1960.0,7082.0,2,1,23,2
2,5.9,2.0,1.0,1.0,0.0,124.0,1980.0,7082.0,2,0,23,2
3,5.9,3.0,1.0,1.0,0.0,119.0,1920.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,0.0,358.0,124.0,1970.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,564.0,60.0,1970.0,7082.0,2,1,23,2
2,5.9,2.0,1.0,2.0,568.0,124.0,1970.0,7082.0,2,1,23,2
3,5.9,3.0,1.0,1.0,600.0,124.0,1970.0,7082.0,0,1,23,2
4,5.9,4.0,2.0,2.0,299.0,124.0,1970.0,7082.0,0,1,23,2
1,5.9,1.0,1.0,1.0,0.0,42.0,2000.0,7082.0,2,0,23,2
3,5.9,3.0,1.0,0.0,220.0,93.0,1930.0,7082.0,0,1,23,2
5,5.9,5.0,2.0,2.0,510.0,321.0,1997.0,7082.0,0,3,23,2
2,5.9,2.0,1.0,1.0,0.0,85.0,1970.0,7082.0,1,4,23,2
1,5.9,1.0,1.0,0.0,0.0,37.0,1960.0,7082.0,2,3,23,2
3,5.9,3.0,1.0,2.0,349.0,95.0,1950.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,124.0,1970.0,7082.0,2,0,23,2
3,5.9,3.0,1.0,0.0,275.0,119.0,1935.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,73.0,64.0,1960.0,7082.0,2,3,23,2
2,5.9,2.0,1.0,1.0,0.0,70.0,2013.0,7082.0,2,3,23,2
3,5.9,3.0,2.0,2.0,262.0,155.0,2010.0,7082.0,1,1,23,2
2,5.9,2.0,1.0,1.0,0.0,124.0,2002.0,7082.0,2,1,23,2
3,5.9,3.0,1.0,2.0,501.0,124.0,1970.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,2.0,512.0,124.0,1970.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,2.0,364.0,135.0,1900.0,7082.0,0,0,23,2
3,5.9,3.0,1.0,2.0,353.0,101.0,1930.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,1.0,412.0,124.0,1934.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,410.0,124.0,1970.0,7082.0,0,3,23,2
7,5.9,7.0,3.0,1.0,447.0,287.0,1982.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,62.0,1970.0,7082.0,2,0,23,2
3,5.9,3.0,1.0,1.0,411.0,168.0,1935.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,82.0,1970.0,7082.0,1,4,23,2
2,5.9,2.0,1.0,1.0,177.0,87.0,1910.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,4.0,576.0,124.0,1970.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,3.0,608.0,124.0,1970.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,75.0,1970.0,7082.0,2,1,23,2
2,5.9,2.0,1.0,1.0,284.0,124.0,1926.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,62.0,1970.0,7082.0,2,3,23,2
2,5.9,2.0,1.0,1.0,0.0,124.0,1970.0,7082.0,2,1,23,2
2,5.9,2.0,1.0,1.0,2120.0,59.0,1960.0,7082.0,2,1,23,2
1,5.9,1.0,1.0,1.0,0.0,43.0,1970.0,7082.0,2,1,23,2
4,5.9,4.0,1.0,1.0,384.0,124.0,1970.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,124.0,1970.0,7082.0,2,1,23,2
1,5.9,1.0,1.0,1.0,0.0,42.0,1970.0,7082.0,2,1,23,2
5,5.9,5.0,2.0,3.0,553.0,193.0,1920.0,7082.0,0,0,23,2
2,5.9,2.0,1.0,1.0,501.0,66.0,1960.0,7082.0,2,3,23,2
3,5.9,3.0,1.0,2.0,717.0,141.0,1950.0,7082.0,0,1,23,2
1,5.9,1.0,1.0,1.0,0.0,45.0,1970.0,7082.0,2,0,23,2
4,5.9,3.0,1.0,1.0,575.0,165.0,1930.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,2.0,505.0,124.0,1970.0,7082.0,0,1,23,2
3,5.9,3.0,1.0,4.0,357.0,124.0,1970.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,2.0,554.0,116.0,1930.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,65.0,1970.0,7082.0,2,4,23,2
2,5.9,2.0,1.0,2.0,120.0,109.0,2004.0,7082.0,1,1,23,2
4,5.9,3.0,1.0,1.0,589.0,148.0,1935.0,7082.0,0,1,23,2
1,5.9,1.0,1.0,1.0,0.0,45.0,1970.0,7082.0,2,0,23,2
4,5.9,4.0,2.0,2.0,621.0,184.0,1920.0,7082.0,0,0,23,2
2,5.9,3.0,1.0,1.0,206.0,98.0,1900.0,7082.0,0,1,23,2
2,5.9,2.0,1.0,1.0,0.0,65.0,1970.0,7082.0,2,4,23,2
2,5.9,2.0,1.0,1.0,0.0,65.0,1950.0,7082.0,2,1,23,2
3,5.9,3.0,1.0,2.0,157.0,123.0,1999.0,7082.0,1,1,23,2
3,5.9,3.0,1.0,2.0,726.0,124.0,1950.0,7082.0,0,4,23,2
1,5.9,1.0,1.0,1.0,0.0,124.0,1970.0,7082.0,2,0,23,2
4,5.9,4.0,1.0,2.0,519.0,169.0,1910.0,7082.0,0,4,23,2
2,5.9,2.0,1.0,1.0,69.0,124.0,2009.0,7082.0,1,1,23,2
2,5.9,2.0,1.0,1.0,0.0,84.0,1977.0,7082.0,2,1,23,2
2,5.9,2.0,1.0,2.0,0.0,124.0,1970.0,7082.0,2,1,23,2
2,5.9,2.0,1.0,1.0,0.0,62.0,1960.0,7082.0,0,0,23,2
2,5.9,3.0,2.0,1.0,343.0,115.0,1930.0,7082.0,0,1,23,2
4,5.9,4.0,1.0,2.0,562.0,124.0,1920.0,7082.0,0,3,23,2
4,5.9,4.0,3.0,2.0,499.0,150.0,1925.0,7082.0,0,0,23,2
3,11.8,3.0,1.0,2.0,385.0,140.0,2000.0,4480.0,2,1,15,0
4,11.8,4.0,1.0,2.0,717.0,180.0,1960.0,4480.0,0,1,15,0
4,11.8,3.0,2.0,2.0,562.0,124.0,1970.0,4480.0,0,0,15,0
4,11.8,4.0,2.0,2.0,556.0,214.0,1957.0,4480.0,0,1,15,0
4,11.8,4.0,3.0,2.0,410.0,124.0,2012.0,4480.0,0,1,15,0
4,11.8,4.0,2.0,2.0,670.0,197.0,1980.0,4480.0,0,3,15,0
5,11.8,5.0,3.0,3.0,736.0,124.0,1970.0,4480.0,0,1,15,0
3,11.8,3.0,2.0,2.0,514.0,190.0,1960.0,4480.0,0,0,15,0
3,11.8,3.0,1.0,1.0,701.0,124.0,1970.0,4480.0,0,1,15,0
3,11.8,3.0,2.0,2.0,632.0,226.0,2013.0,4480.0,1,0,15,0
3,11.8,3.0,1.0,2.0,631.0,124.0,1970.0,4480.0,0,1,15,0
3,11.8,3.0,2.0,1.0,585.0,180.0,1950.0,4480.0,0,0,15,0
4,11.8,5.0,2.0,2.0,617.0,124.0,1970.0,4480.0,0,1,15,0
3,11.8,2.0,1.0,2.0,775.0,124.0,1965.0,4480.0,0,1,15,0
4,11.8,4.0,2.0,2.0,723.0,159.0,1970.0,4480.0,0,1,15,0
5,11.8,5.0,3.0,2.0,796.0,304.0,1975.0,4480.0,0,1,15,0
3,11.8,3.0,2.0,2.0,315.0,124.0,1960.0,4480.0,1,3,15,0
4,11.8,4.0,1.0,2.0,650.0,323.0,1970.0,4480.0,0,1,15,0
4,11.8,4.0,2.0,2.0,730.0,124.0,1971.0,4480.0,0,1,15,0
3,11.8,3.0,3.0,2.0,401.0,165.0,1965.0,4480.0,0,1,15,0
3,11.8,3.0,1.0,3.0,770.0,124.0,1970.0,4480.0,0,1,15,0
4,11.8,4.0,2.0,1.0,1124.0,225.0,1960.0,4480.0,0,0,15,0
4,11.8,4.0,3.0,1.0,604.0,124.0,1970.0,4480.0,0,3,15,0
3,11.8,3.0,1.0,2.0,306.0,100.0,1985.0,4480.0,2,1,15,0
4,11.8,4.0,1.0,2.0,732.0,542.7379831704303,1970.0,4480.0,0,1,15,0
3,11.8,3.0,1.0,1.0,604.0,96.0,1960.0,4480.0,0,1,15,0
2,11.8,2.0,1.0,2.0,559.0,124.0,1970.0,4480.0,0,1,15,0
4,11.8,4.0,3.0,2.0,411.0,124.0,1970.0,4480.0,0,0,15,0
4,11.8,4.0,2.0,2.0,475.0,245.0,1996.0,4480.0,0,3,15,0
3,11.8,3.0,2.0,1.0,728.0,542.7379831704303,1965.0,4480.0,0,0,15,0
4,11.8,4.0,2.0,3.0,672.0,212.0,1970.0,4480.0,0,4,15,0
4,11.8,4.0,2.0,2.0,744.0,300.0,1985.0,4480.0,0,1,15,0
4,11.8,4.0,2.0,2.0,732.0,124.0,1970.0,4480.0,0,1,15,0
4,11.8,4.0,1.0,1.0,701.0,124.0,1970.0,4480.0,0,1,15,0
2,11.8,3.0,1.0,1.0,551.0,124.0,1970.0,4480.0,0,1,15,0
3,11.8,3.0,1.0,1.0,421.0,124.0,1970.0,4480.0,2,1,15,0
3,11.8,3.0,1.0,2.0,602.0,175.0,1975.0,4480.0,0,0,15,0
4,11.8,4.0,2.0,2.0,530.0,124.0,1970.0,4480.0,0,0,15,0
4,11.8,4.0,2.0,2.0,693.0,212.0,1975.0,4480.0,0,0,15,0
4,11.8,4.0,2.0,2.0,617.0,124.0,1998.0,4480.0,0,4,15,0
4,11.8,4.0,2.0,3.0,554.0,124.0,1970.0,4480.0,0,1,15,0
2,11.8,2.0,1.0,0.0,359.0,124.0,1970.0,4480.0,0,1,15,0
2,11.8,2.0,1.0,1.0,591.0,140.0,1965.0,4480.0,0,1,15,0
4,11.8,4.0,2.0,2.0,740.0,124.0,1970.0,4480.0,0,1,15,0
2,11.8,2.0,1.0,2.0,609.0,124.0,1970.0,4480.0,0,1,15,0
3,11.8,3.0,1.0,2.0,602.0,124.0,1970.0,4480.0,0,1,15,0
5,11.7,4.0,3.0,2.0,661.0,253.0,1940.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,697.0,124.0,1970.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,773.0,124.0,1960.0,5678.0,0,2,20,5
4,11.7,4.0,2.0,2.0,1145.0,111.0,1960.0,5678.0,0,1,28,5
3,11.7,3.0,2.0,2.0,265.0,130.0,2000.0,5678.0,2,1,28,5
3,11.7,3.0,1.0,1.0,662.0,124.0,1970.0,5678.0,0,4,20,5
3,11.7,3.0,1.0,1.0,695.0,124.0,1970.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,1.0,931.0,145.0,1970.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,273.0,124.0,1980.0,5678.0,2,0,28,5
3,11.7,3.0,1.0,1.0,667.0,136.0,1950.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,1.0,786.0,111.0,1950.0,5678.0,0,1,28,5
4,11.7,4.0,3.0,2.0,928.0,229.0,1996.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,318.0,103.0,1960.0,5678.0,0,1,28,5
4,11.7,4.0,2.0,1.0,921.0,174.0,1950.0,5678.0,0,1,28,5
3,11.7,3.0,2.0,1.0,0.0,115.0,2002.0,5678.0,2,0,20,5
3,11.7,3.0,2.0,2.0,160.0,124.0,1970.0,5678.0,1,4,28,5
3,11.7,3.0,1.0,2.0,690.0,124.0,1970.0,5678.0,0,1,28,5
4,11.7,4.0,2.0,2.0,804.0,124.0,1970.0,5678.0,0,3,28,5
3,11.7,3.0,1.0,2.0,706.0,124.0,1970.0,5678.0,0,1,28,5
2,11.7,2.0,1.0,1.0,194.0,120.0,1975.0,5678.0,2,0,28,5
5,11.7,4.0,3.0,2.0,326.0,210.0,2013.0,5678.0,0,1,28,5
4,11.7,4.0,2.0,2.0,438.0,210.0,2005.0,5678.0,0,1,20,5
4,11.7,3.0,1.0,4.0,586.0,124.0,1955.0,5678.0,0,1,28,5
2,11.7,2.0,1.0,1.0,276.0,92.0,1965.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,776.0,124.0,1970.0,5678.0,0,3,20,5
3,11.7,3.0,1.0,2.0,661.0,124.0,1970.0,5678.0,0,1,28,5
3,11.7,3.0,2.0,2.0,660.0,124.0,1970.0,5678.0,0,1,28,5
2,11.7,2.0,1.0,2.0,593.0,82.0,1950.0,5678.0,0,1,28,5
3,11.7,4.0,2.0,2.0,217.0,124.0,1993.0,5678.0,1,1,28,5
3,11.7,3.0,1.0,1.0,384.0,112.0,1950.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,742.0,124.0,1970.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,228.0,126.0,1998.0,5678.0,1,1,28,5
5,11.7,5.0,4.0,2.0,643.0,380.0,2014.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,2.0,308.0,92.0,1995.0,5678.0,2,1,28,5
3,11.7,3.0,2.0,2.0,653.0,120.0,1950.0,5678.0,0,1,28,5
3,11.7,3.0,2.0,2.0,329.0,124.0,1970.0,5678.0,1,1,28,5
5,11.7,5.0,2.0,1.0,824.0,124.0,1950.0,5678.0,0,0,28,5
3,11.7,3.0,1.0,1.0,217.0,124.0,1970.0,5678.0,2,0,20,5
4,11.7,4.0,2.0,2.0,1393.0,124.0,1963.0,5678.0,0,0,28,5
4,11.7,4.0,2.0,2.0,399.0,212.0,2005.0,5678.0,1,1,20,5
4,11.7,4.0,3.0,2.0,381.0,176.0,2013.0,5678.0,1,4,28,5
4,11.7,4.0,2.0,2.0,499.0,220.0,2005.0,5678.0,0,2,20,5
4,11.7,3.0,2.0,3.0,739.0,182.0,1970.0,5678.0,0,1,28,5
5,11.7,5.0,2.0,1.0,544.0,124.0,1970.0,5678.0,0,1,28,5
4,11.7,4.0,2.0,2.0,662.0,124.0,1970.0,5678.0,0,1,20,5
3,11.7,3.0,1.0,1.0,1101.0,124.0,1970.0,5678.0,0,1,28,5
3,11.7,3.0,1.0,1.0,589.0,124.0,1970.0,5678.0,0,4,28,5
4,11.7,4.0,2.0,1.0,0.0,150.0,1950.0,5678.0,2,0,28,5
3,11.7,3.0,2.0,1.0,170.0,106.0,2001.0,5678.0,1,1,20,5
4,7.8,4.0,2.0,1.0,652.0,189.0,1890.0,8920.0,0,1,2,5
3,7.8,3.0,1.0,2.0,389.0,124.0,1970.0,8920.0,1,1,2,5
4,7.8,4.0,3.0,2.0,934.0,124.0,1970.0,8920.0,0,2,2,5
2,7.8,2.0,1.0,2.0,0.0,124.0,1940.0,8920.0,2,1,2,5
2,7.8,2.0,1.0,1.0,137.0,87.0,1970.0,8920.0,2,1,2,5
5,7.8,5.0,4.0,1.0,708.0,348.0,1940.0,8920.0,0,4,2,5
3,7.8,3.0,2.0,2.0,305.0,189.0,1998.0,8920.0,0,1,2,5
5,7.8,5.0,3.0,4.0,753.0,124.0,1940.0,8920.0,0,0,2,5
2,7.8,2.0,1.0,2.0,230.0,124.0,1994.0,8920.0,0,3,2,5
2,7.8,2.0,1.0,1.0,1107.0,68.0,1960.0,8920.0,2,1,2,5
3,7.8,3.0,2.0,2.0,706.0,164.0,1960.0,8920.0,0,1,2,5
2,7.8,2.0,1.0,1.0,146.0,86.0,1970.0,8920.0,2,1,2,5
3,7.8,3.0,2.0,1.0,777.0,154.0,1950.0,8920.0,0,0,2,5
2,7.8,2.0,1.0,1.0,0.0,56.0,2011.0,8920.0,2,4,2,5
2,7.8,2.0,1.0,1.0,136.0,124.0,1960.0,8920.0,2,3,2,5
